,world_size,model,algo,rho,epochs,batch_size,channels,latent_dim,hidden_dims,ker_str_pad,error_trace,time_data_trace,time_step_trace,duration
0,1,lin,adam,0.001,8,512,"[1, 7, 12]",3,"[256, 128, 64, 16]",[],"[0.8604470491409302, 0.8409667015075684, 0.8179746270179749, 0.788076639175415, 0.7497202157974243, 0.7007782459259033, 0.6399345397949219, 0.567297637462616]","[3.8375682830810547, 2.881486654281616, 2.899031400680542, 2.851854085922241, 2.9445841312408447, 2.941179037094116, 2.79866361618042, 2.7405736446380615]","[4.085242748260498, 2.923206090927124, 2.9480230808258057, 2.9031052589416504, 2.990105152130127, 2.9925076961517334, 2.850255012512207, 2.7941975593566895]",24.865133047103882
