,latent_vector,label,filename
129,"[-0.37408483, 0.53700304, 0.09397876, 0.35370392, 1.6291869, 0.6110172, -0.39456815, 0.6563698, -1.646246, -1.6733711]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_071.nc
130,"[0.12642151, 0.85592926, -1.1850299, -0.9034143, -0.24800038, -1.450932, 0.8441346, 1.0666046, 0.51376563, 0.31493688]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_171.nc
131,"[1.8383679, 0.5047053, -0.7542337, -0.7934656, 0.20499861, -1.2431428, 1.0871589, 0.32942602, 0.08114311, 0.9530251]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_172.nc
132,"[0.22620708, 0.611194, -0.72432053, -0.5342203, 0.119157314, -0.5630337, 0.8063466, -0.37516516, 0.26769894, 1.4752902]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_205.nc
133,"[-0.8404079, -0.89491236, 1.4131722, 0.72466856, -0.33299243, 1.699637, -1.1829686, -0.40069294, -0.87433565, -0.30303386]",4,../data/subset-copy/eastpac2_goes16_2017_331_1900_015.nc
134,"[-1.1879373, 0.5419926, 0.19231337, 1.2802153, -2.172575, 0.732816, -0.7021771, 0.24476698, -0.32707655, -0.16187173]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_169.nc
135,"[-0.29996768, 0.65699106, -1.2835766, -1.0787519, -0.15746433, -1.5765787, 1.0595193, 1.1942408, 0.8526784, 0.44560665]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_234.nc
136,"[0.8495418, 0.6768228, -0.6451236, -0.6225983, 0.4314935, -0.7471236, 0.744972, 0.22529307, 0.06650205, 0.59651446]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_075.nc
137,"[1.2992005, -1.5577124, 1.5219951, -0.53046316, 1.6076317, 1.1626372, -0.01708147, -2.1990306, 1.800477, -1.2023959]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_044.nc
138,"[-0.42079583, -0.5619198, 0.32642403, -0.5508701, 0.24707198, 0.28546217, 0.6540415, -1.2702932, 0.14685212, 2.5155737]",4,../data/subset-copy/eastpac2_goes16_2017_331_1900_033.nc
139,"[-1.3283067, -0.6673713, 0.28179076, -0.7287308, 1.0043718, 0.46406904, 0.62011266, -0.69554275, 0.89358795, 1.1544868]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_108.nc
140,"[1.5754554, -0.31664753, 0.051452577, -0.64294493, 0.8833079, -0.20300978, 0.9161432, -0.8275821, 0.36844566, 1.0048753]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_182.nc
141,"[-1.1487911, 0.5676616, -0.33441958, -0.166882, 0.116983354, 0.12950829, 0.47740936, -0.30642167, 0.6723785, 0.11944833]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_126.nc
142,"[0.8878581, -0.9173223, 1.4902129, 0.67369735, -0.13602763, 1.3920857, -0.92408854, -0.88748264, -0.6993423, -1.011654]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_151.nc
143,"[0.17860183, 0.96742415, -1.1062607, -0.8102987, -0.44759476, -1.3316088, 0.7307986, 0.87628746, 0.26216727, 0.39159936]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_156.nc
144,"[1.3461981, -0.08875638, 0.85841656, 0.36186224, 0.7567568, 0.9248649, -0.33210903, -1.092131, -0.024139509, -1.2928478]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_211.nc
145,"[2.499373, -0.3759058, -0.12851633, -0.7647703, 1.056019, -0.5363277, 1.1799481, -1.0166851, 0.4804405, 1.2749732]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_162.nc
146,"[1.5068784, -2.2264729, 2.6941838, 1.1790527, -0.20376289, 2.4118629, -1.9423263, -1.0942857, 0.52375585, -3.2969809]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_061.nc
147,"[0.047306582, 0.7731029, -1.3312999, -1.0419934, -0.41915202, -1.6941525, 1.0199702, 1.2259146, 0.62281686, 0.53717923]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_200.nc
148,"[-1.6499774, -0.961828, 1.4570191, 1.1211429, -0.567507, 2.0209148, -1.7313421, 0.03518796, -0.8803592, -0.9452268]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_165.nc
149,"[-1.5046251, 0.8075218, -0.46059728, -0.4848879, 1.5569973, 0.051691443, 0.055839837, 0.75809026, 0.45910233, -1.0696898]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_091.nc
150,"[-1.9243755, -2.2341337, 2.116023, 0.5183175, -0.23521113, 2.3982606, -1.6694887, -0.97039163, 1.2621524, -1.0492263]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_225.nc
151,"[-0.43858427, 0.8148401, -0.15110715, 0.5361164, -0.52842414, 0.21602699, -0.11723518, 0.07721242, -0.5840009, -0.09463063]",7,../data/subset-copy/eastpac2_goes16_2017_331_1900_049.nc
152,"[-3.465354, -1.1569314, 1.2470107, 0.91703457, -0.9340664, 2.1836436, -1.6255453, -0.07494077, 2.070639, -1.9808816]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_085.nc
153,"[0.8934607, -1.3306307, 1.771783, 0.37069422, 0.77176017, 1.5068393, -0.95445496, -0.83919096, -2.3834164, -0.14632186]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_118.nc
154,"[-0.41491938, 0.84524286, -0.11586806, 0.29245234, 0.58042693, 0.32644582, -0.18725199, 0.5510309, -0.69460696, -1.5226059]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_094.nc
155,"[1.7387595, -2.201425, 2.6675067, 1.0049659, -0.61757874, 2.11779, -1.6706631, -1.3108624, -1.5022887, -0.7178147]",4,../data/subset-copy/eastpac2_goes16_2017_331_1900_046.nc
156,"[1.6011426, 1.3200672, -0.41344962, 0.15759315, -0.547364, -0.63854873, 0.18179199, 0.34970757, -1.5303712, -0.37476245]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_121.nc
157,"[-0.14838852, -1.799996, 2.1369965, 0.73446107, -1.0387132, 2.045027, -1.5899167, -1.3948051, 0.23377079, 0.04417628]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_150.nc
158,"[-0.730916, 0.7444599, -0.9128479, -0.8429092, 0.6832006, -0.89309406, 0.60071343, 1.0961845, 0.7816064, -0.43501434]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_218.nc
159,"[0.71511346, -0.9813489, 0.57034683, -0.7758248, 1.1774815, 0.19519998, 0.7396194, -0.95696735, 0.74682254, 0.9452511]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_037.nc
160,"[0.40334547, -0.6673521, 1.3034047, 0.64215803, -0.47622097, 1.3061252, -0.85906214, -1.0497454, -1.2741672, 0.6059921]",4,../data/subset-copy/eastpac2_goes16_2017_331_1900_048.nc
161,"[-1.1529613, 0.94124687, -0.5321591, -0.34594488, 0.63983923, -0.090387225, 0.04726121, 0.29715434, 0.15795209, -0.14226195]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_067.nc
162,"[-0.10465403, 1.2413418, -1.1389898, -0.33728766, -1.5863808, -0.9806329, 0.5592351, -0.18368727, -0.3304401, 2.0499244]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_217.nc
163,"[-0.24335685, 0.026502013, -0.5477391, -0.6884404, 0.37358084, -0.36604366, 1.1162255, -0.5646908, 0.52108234, 1.8380927]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_158.nc
164,"[-0.14729369, 1.4188066, -0.73931766, -0.051038533, -0.72168386, -0.5533496, 0.023199886, 0.33324936, -0.49701935, 0.24296354]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_152.nc
165,"[3.2380693, 0.18589514, 0.6885954, 0.46547836, 1.1663785, 0.29119238, 0.013500363, -0.6452294, -2.121926, -1.233]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_115.nc
166,"[2.054557, -0.72364104, 0.17176229, -0.8031925, 1.5276703, -0.25059363, 0.9367589, -0.41289756, 0.94474596, 0.17864081]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_161.nc
167,"[0.9288865, 0.85461986, -0.9386991, -0.7726905, -0.10459322, -1.2825553, 0.75448203, 0.9162539, -0.05547087, 0.30369925]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_233.nc
168,"[2.7196765, -1.2962824, 1.5682898, -0.40935114, 1.0610807, 0.83207417, -0.18798774, -2.1871586, -0.3275864, 0.55097085]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_177.nc
169,"[0.20755649, 1.1584594, -0.38635635, 0.05110684, -0.06740439, -0.19417155, 0.057632, 0.08732948, -0.64916867, -0.20006862]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_109.nc
170,"[-2.0152626, 0.3691674, 0.21471927, 1.0445447, -1.2168332, 1.064726, -0.6997289, 0.099728405, 1.167629, -1.219253]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_001.nc
171,"[-2.1801357, 1.0013067, -0.6731862, -0.19580057, 0.04630506, -0.15638968, -0.025807142, 0.55858874, 0.4330377, -0.37747255]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_249.nc
172,"[2.664514, -0.5331557, 0.18238416, -0.74486125, 1.7089713, -0.30583486, 0.9319313, -0.62953013, 0.7887228, 0.090895355]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_080.nc
173,"[1.5902369, -0.1550209, 0.5695499, -0.15807983, 0.7953788, 0.40783715, 0.2535561, -1.0890782, 0.38311005, -0.4624171]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_123.nc
174,"[0.20614076, -1.2407998, 1.6445016, 0.18388738, -0.06855154, 1.4733894, -1.0097122, -1.6075463, -0.49745327, 0.9124421]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_227.nc
175,"[-3.4099023, -1.3436528, 1.3760192, 0.88568276, -0.7781391, 2.2019422, -1.7247901, -0.01751104, 0.8960024, -0.9474225]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_251.nc
176,"[-0.35421973, 1.2512882, -0.81283545, -0.49684262, 0.024106205, -0.7909236, 0.16970986, 0.9571148, 0.04741913, -0.5830345]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_208.nc
177,"[0.09503941, 0.8851843, 0.19088244, 1.1157283, -0.77533627, 0.45677033, -0.8376567, 0.38182, -2.6162913, -0.24204242]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_120.nc
178,"[1.6373446, 1.1746979, -0.87519, -0.5983971, -0.19969177, -1.4197931, 0.41847387, 1.269269, -0.74424756, -0.45581576]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_174.nc
179,"[0.98125905, -1.2456511, 1.9722161, 1.3111749, 0.538463, 2.1575987, -1.8679101, -0.26387095, -0.39599425, -4.148414]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_064.nc
180,"[0.10851188, -0.8877289, 1.3562835, 0.79007894, -1.0736022, 1.3226764, -0.9673585, -1.0351422, -1.1472977, 1.027704]",8,../data/subset-copy/eastpac2_goes16_2017_331_1900_053.nc
181,"[0.4088031, -2.4487662, 2.1385627, 0.011194125, -1.1248311, 1.627371, -0.7430983, -2.671334, 1.3898386, 1.9104866]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_216.nc
182,"[0.10532716, -0.38380122, 1.1397171, 0.70873004, 1.5295746, 1.5088549, -1.0646207, 0.18663123, -2.076528, -2.5312204]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_072.nc
183,"[1.0303028, -2.4113579, 2.7221284, 1.0575888, -1.7202865, 2.156252, -1.7442477, -1.570943, -1.1630981, 0.9881333]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_241.nc
184,"[-0.5713791, 0.9843142, -0.89469385, -0.33754897, -0.7436135, -0.5423397, 0.54353565, -0.39578953, 0.08898676, 1.5475755]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_137.nc
185,"[-1.4566579, -1.8922921, 1.97581, 0.8957992, -1.8234063, 1.9708245, -1.549087, -0.7739453, -0.42214942, 1.0344082]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_135.nc
186,"[-1.4414756, 0.2266103, 0.07443711, -0.018939108, -0.042655885, 0.6147419, 0.07164788, -0.43586212, 0.878856, -0.100547016]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_125.nc
187,"[-0.3719922, 0.4945124, 0.16354287, 1.1282104, -1.1865532, 0.58194035, -0.41969746, 0.34357074, -0.9813632, -0.21085069]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_079.nc
188,"[0.9978489, -0.36548817, 0.21491331, -0.54387283, 0.5375339, -0.030915469, 0.6843478, -0.37534088, -0.3236053, 1.226843]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_095.nc
189,"[0.52559745, 0.26624158, 0.13722196, -0.21246095, 0.7162343, 0.21689253, 0.45234242, -0.76358235, 0.058850326, -0.0053750128]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_036.nc
190,"[-0.13953522, -0.61714566, 1.3722451, 0.9820637, -1.3238863, 1.413213, -1.3372722, -0.50298816, -2.3689387, 1.1391914]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_231.nc
191,"[0.2713618, 0.37207663, 0.46495417, 0.5842838, -0.7776475, 0.6831678, -0.32302946, -0.5745597, -0.8005791, 0.3646934]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_236.nc
192,"[0.67574495, -1.2237152, 1.6117461, 1.0035477, -2.8616128, 1.222377, -0.6801924, -1.3852433, -0.055615276, 1.8800641]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_040.nc
193,"[-0.6605041, -2.137896, 1.7643595, -0.2776026, 0.34210777, 1.6186448, -0.71651274, -2.0293784, 1.7508576, 0.29094946]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_011.nc
194,"[2.0938277, -1.8731683, 2.2569594, 0.08659236, 1.3984075, 1.7454383, -0.9932794, -1.5059361, -0.76082855, -1.4503666]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_058.nc
195,"[0.04546219, -1.8797861, 1.7597654, -0.47181612, 1.7930703, 1.569082, -0.5744037, -1.8824986, 0.8415822, -0.5528797]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_239.nc
196,"[0.31171513, 1.5878431, -0.5842826, 0.1136301, 0.24084389, -0.74934006, -0.6004364, 1.9154108, -2.400735, -2.1982467]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_002.nc
197,"[-0.52237296, -1.3675482, 1.7183034, 0.8403991, -0.79182804, 1.8985095, -1.3310478, -0.7306792, 0.77024424, -1.407285]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_078.nc
198,"[-1.4492729, -1.1296802, 1.1175414, -0.49009824, 2.0112782, 1.3397386, -0.49717903, -0.6389279, 0.86110777, -1.6018109]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_093.nc
199,"[0.5609856, 1.3204263, -0.5879812, 0.29068786, -1.636005, -0.519843, 0.20352906, -0.29131687, -0.91388845, 1.001815]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_168.nc
200,"[0.23466405, 1.0522597, -0.34062305, 0.2701171, -1.1102543, -0.18456072, 0.2123728, -0.37280506, -0.70551276, 0.8037554]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_153.nc
201,"[-0.69172627, 0.16627008, -0.9768752, -0.9582294, 0.05113572, -0.8946594, 1.314436, 0.09776002, 0.7811071, 1.7671808]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_154.nc
202,"[-0.06128764, 0.48189804, -1.2685139, -1.1670779, 0.06634122, -1.6610055, 1.2076142, 1.2054434, 1.0163223, 0.48728222]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_219.nc
203,"[-0.5314286, 0.5804211, -0.01315178, 0.58255905, -1.9911848, 0.25795326, -0.17938286, -0.72957957, -0.84140503, 2.2624156]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_012.nc
204,"[0.7892233, -0.30089062, -0.69558465, -1.0571245, 0.9109425, -0.91979563, 1.6284263, -0.24448554, 1.1131804, 1.4961636]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_250.nc
205,"[2.0748816, 0.27896264, 0.18951494, -0.2474706, 2.1627374, -0.0001731664, 0.16832054, 0.14694744, -1.1697922, -1.4560206]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_026.nc
206,"[0.75551474, 0.21539941, -0.7933383, -0.9486161, 0.43315634, -1.0716918, 1.321953, 0.12500289, 0.69829464, 1.3397021]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_041.nc
207,"[0.47840172, 0.58986634, -0.084568314, -0.0727593, 0.8456369, 0.09865595, 0.3562869, -0.017663956, -0.41746968, -0.5279094]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_043.nc
208,"[0.08532828, -1.2921091, 1.8533931, 1.178507, -0.7135377, 2.0212777, -1.5398295, -0.52570224, 0.4449764, -2.5190563]",4,../data/subset-copy/eastpac2_goes16_2017_331_1900_031.nc
209,"[1.1753845, 1.280751, -0.6105784, 0.17092453, -1.5280162, -0.7066009, 0.3384421, -0.24625833, -1.2666581, 1.0913621]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_248.nc
210,"[-2.4609036, -1.884694, 2.0293832, 0.9808777, -0.48722696, 2.5497897, -2.1197467, -0.14654376, -0.12089236, -1.2065223]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_256.nc
211,"[-0.4377837, 0.22539881, 0.34285262, 0.13904668, 0.9939343, 0.80291426, -0.20991623, -0.40666956, -0.5135021, -0.60259724]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_228.nc
212,"[-0.033853583, 0.4222844, -1.1995295, -1.1415052, 0.14621097, -1.5648515, 1.2548649, 1.0488113, 1.0324584, 0.5921972]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_157.nc
213,"[1.481029, 0.58781624, -0.056477867, -0.27248606, 1.8112017, 0.020836204, 0.20339479, 0.18024942, -0.199326, -0.98844993]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_198.nc
214,"[0.22146627, -2.9297724, 2.8923402, 0.46563286, -0.8607608, 2.4067883, -1.7877626, -2.1350782, 0.6928923, 0.38031682]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_055.nc
215,"[-0.38025182, 0.27378473, -0.6346147, -0.75003904, 1.0048854, -0.44190642, 0.9765057, 0.19490847, 0.8898964, 0.36575967]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_024.nc
216,"[1.3824854, -0.8660214, 1.2254852, -0.08274782, 0.33308917, 0.96231925, -0.11619139, -2.1499832, 0.4541443, 0.75285053]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_252.nc
217,"[-0.9234986, -0.8938885, 0.29478082, -0.7307128, 0.31606132, 0.25328004, 0.8170066, -0.9250978, 0.3902365, 2.687042]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_224.nc
218,"[-1.0048599, -0.9544077, 1.1896378, 0.34852356, -1.7529455, 1.188343, -0.6583275, -1.515703, -0.39388448, 3.2626822]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_045.nc
219,"[0.6532559, -0.49215114, -0.17061296, -0.7293382, 0.92693174, -0.17344648, 1.050444, -0.85729146, 0.8801182, 1.6271138]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_005.nc
220,"[0.21694213, 1.0418341, -0.6062125, -0.38777038, 0.27252358, -0.4991527, 0.38553065, 0.28896323, 0.053476416, -0.038932905]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_186.nc
221,"[2.0147843, -1.3373866, 0.88868344, -0.98470855, 2.247072, 0.24485947, 0.7221991, -1.3376526, 1.7580131, -1.2642126]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_052.nc
222,"[0.593413, 0.5428249, -0.8132169, -0.7006256, -0.06055087, -0.8452928, 1.0766737, -0.21321625, 0.2525316, 1.5942417]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_187.nc
223,"[0.23337582, 0.85227, 0.12820703, 0.9380893, -0.30376446, 0.4183693, -0.59095794, 0.3567995, -1.9576644, -0.58880377]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_166.nc
224,"[-1.6431208, -0.7967961, 1.2861015, 1.1823725, -1.6427242, 1.6414962, -1.5052345, -0.119904906, -1.5991367, 0.8153689]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_179.nc
225,"[-0.21161997, -0.66839564, 1.1480938, 0.09183575, 1.8858144, 1.4336168, -0.8792607, -0.4801885, -0.817026, -1.9979872]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_129.nc
226,"[1.6703758, 0.45733687, -0.67528486, -0.76544356, 0.49730307, -1.1037706, 1.0503308, 0.3422669, 0.18438658, 0.68413293]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_190.nc
227,"[-3.1652894, 0.4467576, -0.2976448, -0.24269342, 1.4143485, 0.6462448, -0.12616426, 0.42675522, 1.0352372, -1.6576921]",8,../data/subset-copy/eastpac2_goes16_2017_331_1900_008.nc
228,"[1.124363, 0.8633343, -0.10386164, 0.33829117, -0.16888338, -0.024714306, 0.2944878, -0.39181066, -0.4085617, 0.11967383]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_136.nc
229,"[0.53269434, 0.034793794, -0.45887828, -0.7827586, 1.1679798, -0.41336223, 1.2287029, -0.44853678, 0.8144519, 1.0626608]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_223.nc
230,"[1.1345158, -0.004493773, -0.4325546, -0.68521833, 1.0550103, -0.39200786, 1.1040372, -0.511344, 0.7529399, 0.9871942]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_207.nc
231,"[0.38342708, 0.24496582, 0.37412527, 0.2802207, 0.5311277, 0.38686827, -0.20235413, 0.32914677, -2.9318175, 0.17378658]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_100.nc
232,"[-0.2471326, 0.65347517, 0.3393966, 1.6712066, -1.8038725, 0.778594, -1.0049052, 0.51528037, -1.8453661, -0.44284162]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_247.nc
233,"[-0.3815909, 0.48628047, -0.8397076, -0.90364, 0.7353786, -0.9087398, 0.92000246, 0.84174335, 0.91752476, 0.019674763]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_202.nc
234,"[-0.8610802, -1.3611879, 1.8698783, 1.6396896, -1.732756, 2.1475995, -1.8931768, -0.26110357, -0.6240785, -0.9625076]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_254.nc
235,"[1.958133, 1.2384899, -0.5106559, 0.08800687, -0.9164159, -0.81528246, 0.44384053, 0.083226174, -1.276484, 0.45415956]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_004.nc
236,"[-0.49017105, 0.2510805, 0.39559767, 0.9137607, -0.9829731, 0.8875723, -0.39349318, -0.30987546, 0.10302207, -0.25711358]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_086.nc
237,"[0.5063627, -1.4429778, 1.8159318, 0.52281064, -0.22115421, 1.7127483, -1.0963206, -1.3468902, 0.12315627, -0.43902972]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_240.nc
238,"[0.32875434, -2.8596025, 2.9990864, 0.7394884, -0.18478394, 2.6879463, -2.1670935, -1.4702612, 0.019768342, -1.1672188]",4,../data/subset-copy/eastpac2_goes16_2017_331_1900_030.nc
239,"[0.9879038, 0.25125962, -0.25201553, -0.46381634, 1.3275014, -0.08684838, 0.58802295, -0.65065384, 0.36703503, 0.6115277]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_021.nc
240,"[-0.27114522, 0.18479955, -0.68660915, -0.90155655, 1.5312467, -0.6454166, 0.9650418, 0.6853006, 1.3599864, -0.40669528]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_188.nc
241,"[1.7662475, -0.23794991, 0.63929987, -0.16828269, 0.7487833, 0.47920084, 0.19035843, -1.5866619, 0.22553775, -0.010863528]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_253.nc
242,"[0.9663897, 0.9372734, -0.69532096, -0.5569065, 0.35614416, -0.8609388, 0.5130742, 0.5828835, -0.053978562, -0.09218493]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_170.nc
243,"[2.0705945, -0.44664633, 1.3249755, 0.95067626, -0.31316662, 1.0821245, -0.6334707, -1.1389207, -1.3304882, -0.6128551]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_210.nc
244,"[0.6004732, -2.8203135, 2.8078809, 0.32086885, 0.8107649, 2.4860988, -1.8397601, -1.7285308, 0.3370577, -1.3913699]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_178.nc
245,"[1.743566, -0.8459815, 0.028108895, -0.94820756, 1.262635, -0.4146892, 1.2432616, -0.85935414, 0.8329163, 1.407652]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_013.nc
246,"[-1.4834619, 0.5346412, -0.08768428, 0.21674944, -0.8289436, 0.34905967, -0.27672982, -0.5169905, -0.5053444, 1.6006631]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_105.nc
247,"[1.6548948, 0.8262567, -0.40273243, -0.34271517, 0.49490207, -0.597579, 0.5660725, 0.25485328, -0.54621327, -0.03571631]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_160.nc
248,"[1.0299652, 0.15257889, -0.67663, -0.8207868, 0.49915794, -0.8628522, 1.3211864, -0.20114993, 0.4743412, 1.4964938]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_222.nc
249,"[1.6740129, -1.4231033, 1.5447547, -0.43505347, 0.4575308, 0.8506886, -0.2540264, -1.9769865, -0.5189181, 1.6459323]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_087.nc
250,"[1.0895026, 0.8081951, -0.7792342, -0.729295, 0.17264259, -1.1253525, 0.6389943, 0.7180464, -0.09980096, 0.4383008]",7,../data/subset-copy/eastpac2_goes16_2017_331_1900_050.nc
251,"[0.52996475, 0.2086409, -0.90546775, -1.0012363, 0.3258837, -1.1944702, 1.3934009, 0.2542508, 0.8094425, 1.2984934]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_204.nc
252,"[-0.6656286, 0.6211899, 0.040717542, 0.3038249, 1.0288832, 0.543998, -0.34532255, 0.40962538, -1.190683, -1.4303677]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_111.nc
253,"[1.2724905, 0.3059068, 0.14225513, -0.14158489, 1.633929, 0.10947748, 0.1845591, -0.009977758, -1.255378, -0.9615346]",3,../data/subset-copy/eastpac2_goes16_2017_331_1900_070.nc
254,"[-1.3468816, 1.200593, -0.6938932, 0.15782337, -1.570939, -0.30368087, 0.036917835, -0.16652772, 0.3073184, 0.80198514]",0,../data/subset-copy/eastpac2_goes16_2017_331_1900_206.nc
255,"[0.43832362, -1.4132472, 1.9747255, 1.2400535, -1.7555481, 1.7738446, -1.5517178, -0.86593604, -1.7513463, 0.7390628]",2,../data/subset-copy/eastpac2_goes16_2017_331_1900_242.nc
